checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,45,existing paid,radio/tv,3031,100<=X<500,1<=X<4,4,male single,guarantor,4,life insurance,21,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,9,critical/order existing credit,education,1501,<100,>=7,2,female div/dep/mar,none,3,car,34,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,6,critical/order existing credit,radio/tv,1382,<100,1<=X<4,1,female div/dep/mar,none,1,car,28,stores,own,2,skilled,1,yes,yes,good
0<=X<200,12,existing paid,furniture/equipment,951,100<=X<500,<1,4,female div/dep/mar,none,4,car,27,bank,rent,4,skilled,1,none,yes,bad
0<=X<200,24,existing paid,used car,2760,no known savings,>=7,4,male single,none,4,no known property,36,bank,for free,1,skilled,1,yes,yes,good
0<=X<200,18,delayed previously,furniture/equipment,4297,<100,>=7,4,male div/sep,none,3,no known property,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,9,critical/order existing credit,education,936,500<=X<10000,>=7,4,male single,none,2,car,52,stores,own,2,skilled,1,yes,yes,good
<0,12,existing paid,new car,1168,<100,1<=X<4,4,male mar/wid,none,3,real estate,27,stores,own,1,unskilled resident,1,none,yes,good
no checking,27,delayed previously,business,5117,<100,4<=X<7,3,male single,none,4,car,27,stores,own,2,skilled,1,none,yes,good
<0,12,existing paid,retraining,902,<100,4<=X<7,4,male mar/wid,none,4,life insurance,21,stores,rent,1,skilled,1,none,yes,bad
no checking,12,critical/order existing credit,new car,1495,<100,>=7,4,male single,none,1,real estate,38,stores,own,2,unskilled resident,2,none,yes,good
<0,30,critical/order existing credit,used car,10623,<100,>=7,3,male single,none,4,no known property,38,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1935,<100,>=7,4,male single,none,4,real estate,43,stores,own,3,skilled,1,yes,yes,good
0<=X<200,12,critical/order existing credit,domestic appliance,1424,<100,4<=X<7,4,male single,none,3,life insurance,26,stores,own,1,skilled,1,none,yes,good
<0,24,existing paid,business,6568,<100,1<=X<4,2,male mar/wid,none,2,car,21,stores,own,1,unskilled resident,1,none,yes,good
no checking,12,existing paid,used car,1413,>=1000,4<=X<7,3,male single,none,2,life insurance,55,stores,own,1,skilled,1,none,no,good
no checking,9,critical/order existing credit,radio/tv,3074,no known savings,1<=X<4,1,male single,none,2,real estate,33,stores,own,2,skilled,2,none,yes,good
no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,none,4,real estate,45,stores,own,1,unskilled resident,1,yes,yes,good
<0,27,no credits/all paid,business,5293,<100,unemployed,2,male single,none,4,life insurance,50,stores,own,2,skilled,1,yes,yes,bad
>=200,27.4,delayed previously,business,1908,<100,>=7,4,male single,none,4,real estate,66,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,36,critical/order existing credit,radio/tv,3342,no known savings,>=7,4,male single,none,2,car,51,stores,own,1,skilled,1,yes,yes,good
0<=X<200,6,critical/order existing credit,retraining,932,no known savings,4<=X<7,1,female div/dep/mar,none,3,life insurance,39,stores,own,2,unskilled resident,1,none,yes,good
<0,18,no credits/all paid,business,3104,<100,4<=X<7,3,male single,none,1,life insurance,31,bank,own,1,skilled,1,yes,yes,good
>=200,36,existing paid,radio/tv,3913,<100,1<=X<4,2,male single,none,2,real estate,23,stores,own,1,skilled,1,yes,yes,good
<0,24,existing paid,furniture/equipment,3021,<100,1<=X<4,2,male div/sep,none,2,real estate,24,stores,rent,1,unskilled resident,1,none,yes,good
no checking,10,existing paid,new car,1364,<100,1<=X<4,2,female div/dep/mar,none,4,car,64,stores,own,1,skilled,1,yes,yes,good
0<=X<200,12,existing paid,radio/tv,625,<100,<1,4,male mar/wid,guarantor,1,real estate,26,bank,own,1,unskilled resident,1,none,yes,good
<0,12,existing paid,education,1200,no known savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,23,bank,rent,1,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,707,<100,1<=X<4,4,male single,none,2,real estate,30,bank,own,2,skilled,1,none,yes,good
no checking,24,delayed previously,business,2978,no known savings,1<=X<4,4,male single,none,4,real estate,32,stores,own,2,skilled,2,yes,yes,good
no checking,15,existing paid,used car,4657,<100,1<=X<4,3,male single,none,2,car,30,stores,own,1,skilled,1,yes,yes,good
no checking,36,no credits/all paid,repairs,2613,<100,1<=X<4,4,male single,none,2,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,48,existing paid,radio/tv,10961,>=1000,4<=X<7,1,male single,co applicant,2,no known property,27,bank,own,2,skilled,1,yes,yes,bad
<0,12,existing paid,furniture/equipment,7865,<100,>=7,4,male single,none,4,no known property,53,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,9,existing paid,radio/tv,1478,<100,4<=X<7,4,male single,none,2,car,29.4,stores,own,1,skilled,1,none,yes,bad
<0,24,existing paid,furniture/equipment,3149,<100,<1,4,male single,none,1,no known property,22,bank,for free,1,skilled,1,none,yes,good
>=200,36,existing paid,radio/tv,4210,<100,1<=X<4,4,male single,none,2,car,26,stores,own,1,skilled,1,none,yes,bad
no checking,9,existing paid,new car,2507,500<=X<10000,>=7,2,male single,none,4,no known property,51,stores,for free,1,unskilled resident,1,none,yes,good
no checking,12,existing paid,radio/tv,2141,100<=X<500,4<=X<7,3,male single,none,1,no known property,35,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,existing paid,radio/tv,866,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,32,stores,own,1,unskilled resident,1,none,yes,good
no checking,4,critical/order existing credit,radio/tv,1544,<100,4<=X<7,2,male single,none,1,real estate,42,stores,own,3,unskilled resident,2,none,yes,good
<0,24,existing paid,radio/tv,1823,<100,unemployed,4,male single,none,2,car,30,stores,own,1.1,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,6,existing paid,new car,14555,no known savings,unemployed,1,male single,none,2,life insurance,23,stores,own,1,unemp/unskilled non res,1,yes,yes,bad
0<=X<200,21,existing paid,business,2767,100<=X<500,>=7,4,male div/sep,none,2,car,61,bank,rent,2,unskilled resident,1,none,yes,bad
no checking,12,critical/order existing credit,radio/tv,1291,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,stores,own,2,skilled,1,none,yes,good
<0,30,existing paid,radio/tv,2522,<100,>=7,1,male single,guarantor,3,life insurance,39,stores,own,1,skilled,2,none,yes,good
<0,24,existing paid,new car,915,no known savings,>=7,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,bad
no checking,6,existing paid,radio/tv,1595,<100,4<=X<7,3,male single,none,2,life insurance,51,stores,own,1,skilled,2,none,yes,good
<0,48,no credits/all paid,used car,4605,<100,>=7,3,male single,none,4,no known property,24,stores,for free,2,skilled,2,none,yes,bad
no checking,12,critical/order existing credit,business,1185,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,27,stores,own,2,skilled,1,none,yes,good
no checking,12,all paid,retraining,3447,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3,real estate,35,stores,own,1,unskilled resident,2,none,yes,good
no checking,24,existing paid,business,1258,<100,4<=X<7,4,male single,none,1,real estate,25,stores,own,1,skilled,1,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,717,<100,>=7,4,male single,none,4,real estate,52,stores,own,3,skilled,1,none,yes,good
no checking,6,no credits/all paid,new car,1204,100<=X<500,1<=X<4,3,male single,none,1,no known property,35,bank,rent,1,skilled,1,none,no,good
>=200,24,existing paid,furniture/equipment,1925,<100,1<=X<4,2,male single,none,2,real estate,26,stores,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,433,<100,unemployed,3,female div/dep/mar,co applicant,4,real estate,22,stores,rent,1,skilled,1,none,yes,bad
<0,6,critical/order existing credit,new car,666,>=1000,4<=X<7,3,female div/dep/mar,none,4,real estate,39,stores,own,2,unskilled resident,1,yes,yes,good
>=200,12,existing paid,furniture/equipment,2251,<100,1<=X<4,1,female div/dep/mar,none,2,car,46,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,30,existing paid,new car,2150,<100,1<=X<4,4,female div/dep/mar,guarantor,2,no known property,24,bank,own,1,skilled,1,none,yes,bad
no checking,24,delayed previously,furniture/equipment,4151,100<=X<500,1<=X<4,2,male single,none,3,life insurance,35,stores,own,2,skilled,1,none,yes,good
0<=X<200,9,existing paid,furniture/equipment,2030,no known savings,4<=X<7,2,male single,none,1,car,24,stores,own,1,skilled,1,yes,yes,good
0<=X<200,60,delayed previously,radio/tv,7418,no known savings,1<=X<4,1,male single,none,1,real estate,27,stores,own,1,unskilled resident,1,none,yes,good
no checking,24,critical/order existing credit,radio/tv,2684,<100,1<=X<4,4,male single,none,2,real estate,35,stores,own,2,unskilled resident,1,none,yes,good
<0,12,all paid,radio/tv,2149,<100,1<=X<4,4,male div/sep,none,1,no known property,29,stores,for free,1,skilled,1,none,yes,bad
no checking,15,existing paid,used car,3812,100<=X<500,<1,1,female div/dep/mar,none,4,car,23,stores,own,1,skilled,1,yes,yes,good
no checking,11,critical/order existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,none,4,real estate,57,stores,own,3,unskilled resident,1,none,yes,good
<0,12,existing paid,furniture/equipment,1657,<100,1<=X<4,2,male single,none,2,real estate,27,stores,own,1,skilled,1,none,yes,good
<0,24,existing paid,radio/tv,1603,<100,>=7,4,female div/dep/mar,none,4,car,55,stores,own,1,skilled,1,none,yes,good
<0,18,critical/order existing credit,new car,5302,<100,>=7,2,male single,none,4,no known property,36,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,critical/order existing credit,education,2748,<100,>=7,2,female div/dep/mar,none,4,no known property,57,bank,for free,3,unskilled resident,1,none,yes,good
no checking,10,critical/order existing credit,new car,1231,<100,>=7,3,male single,none,4,real estate,32,stores,own,2,unskilled resident,2,none,no,good
0<=X<200,15,existing paid,radio/tv,802,<100,>=7,4,male single,none,3,car,37,stores,own,1,skilled,2,none,yes,bad
no checking,36,critical/order existing credit,business,6304,no known savings,>=7,4,male single,none,4,real estate,36,stores,own,2,skilled,1,none,yes,good
no checking,24,existing paid,radio/tv,1533,<100,<1,4,female div/dep/mar,none,3,car,38,stores,own,1,skilled,1,yes,yes,good
<0,14,existing paid,new car,8978,<100,>=7,1,male div/sep,none,4,life insurance,45,stores,own,1,high qualif/self emp/mgmt,1,yes,no,bad
no checking,24,existing paid,radio/tv,999,no known savings,>=7,4,male single,none,2,car,25,stores,own,2,skilled,1,none,yes,good
no checking,18,existing paid,new car,2662,no known savings,4<=X<7,4,male single,none,3,life insurance,32,stores,own,1,skilled,1,none,no,good
no checking,12,critical/order existing credit,furniture/equipment,1402,500<=X<10000,4<=X<7,3,female div/dep/mar,none,4,car,37,stores,rent,1,skilled,1,yes,yes,good
0<=X<200,48,all paid,new car,12169,no known savings,unemployed,4,male single,co applicant,4,no known property,36,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,48,existing paid,radio/tv,3060,<100,4<=X<7,4,male single,none,4,real estate,28,stores,own,2,skilled,1,none,yes,bad
<0,30,existing paid,repairs,11998,<100,<1,1,male div/sep,none,1,no known property,34,stores,own,1,unskilled resident,1,yes,yes,bad
no checking,9,existing paid,radio/tv,2697,<100,1<=X<4,1,male single,none,2,real estate,32,stores,own,1,skilled,2,none,yes,good
no checking,18,critical/order existing credit,radio/tv,2404,<100,1<=X<4,2,female div/dep/mar,none,2,car,26,stores,own,2,skilled,1,none,yes,good
<0,12,existing paid,furniture/equipment,1262,no known savings,>=7,2,male div/sep,none,4,life insurance,49,stores,own,1,unskilled resident,1,yes,yes,good
no checking,6,existing paid,furniture/equipment,4611,<100,<1,1,female div/dep/mar,none,4,life insurance,32,stores,own,1,skilled,1,none,yes,bad
no checking,24,existing paid,radio/tv,1901,100<=X<500,1<=X<4,4,male single,none,4,car,29,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,15,critical/order existing credit,used car,3368,>=1000,>=7,3,male single,none,4,no known property,23,stores,rent,2,skilled,1,yes,yes,good
no checking,12,existing paid,furniture/equipment,1574,<100,1<=X<4,4,male single,none,2,real estate,50,stores,own,1,skilled,1,none,yes,good
>=200,18,all paid,radio/tv,1445,no known savings,4<=X<7,4,male single,none,4,car,49,bank,own,1,unskilled resident,1,none,yes,good
no checking,15,critical/order existing credit,furniture/equipment,1520,no known savings,>=7,4,male single,none,4,life insurance,63,stores,own,1,skilled,1,none,yes,good
0<=X<200,24,critical/order existing credit,new car,3878,100<=X<500,<1,4,male div/sep,none,2,car,37,stores,own,1,skilled,1,yes,yes,good
<0,47,existing paid,new car,10722,<100,<1,1,female div/dep/mar,none,1,real estate,35,stores,own,1,unskilled resident,1,none,yes,good
<0,48,existing paid,used car,4788,<100,4<=X<7,4,male single,none,3,life insurance,26,stores,own,1,skilled,2,none,yes,good
0<=X<200,48,delayed previously,other,7582,100<=X<500,unemployed,2,male single,none,4,no known property,31,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,12,existing paid,radio/tv,1254.88,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,49,stores,own,2,skilled,1,yes,yes,good
<0,24,delayed previously,radio/tv,1024,<100,<1,4,male mar/wid,none,4,real estate,48,stores,own,1,skilled,1,none,yes,bad
no checking,12,existing paid,business,1076,<100,1<=X<4,2,male mar/wid,none,2,real estate,26,stores,own,1,skilled,1,yes,no,good
0<=X<200,36,existing paid,used car,9398,<100,<1,1,male mar/wid,none,4,car,28,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,24,critical/order existing credit,used car,6419,<100,>=7,2,female div/dep/mar,none,4,no known property,44,stores,for free,2,high qualif/self emp/mgmt,2,yes,yes,good
>=200,42,critical/order existing credit,used car,4796,<100,>=7,4,male single,none,4,no known property,56,stores,for free,1,skilled,1,none,yes,good
no checking,48,critical/order existing credit,business,7629,no known savings,>=7,4,male div/sep,none,2,car,46,bank,own,2,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,48,existing paid,furniture/equipment,9960,<100,<1,1,female div/dep/mar,none,2,car,26,stores,own,1,skilled,1,yes,yes,bad
no checking,12,existing paid,used car,4675,no known savings,<1,1,female div/dep/mar,none,4,car,20,stores,rent,1,skilled,1,none,yes,good
no checking,10,existing paid,new car,1287,no known savings,>=7,4,male single,co applicant,2,life insurance,45,stores,own,1,unskilled resident,1,none,no,good
no checking,18,critical/order existing credit,furniture/equipment,2515,<100,1<=X<4,3,male single,none,4,real estate,43,stores,own,1,skilled,1,yes,yes,good
0<=X<200,21,critical/order existing credit,furniture/equipment,2745,>=1000,4<=X<7,3,male single,none,2,car,32,stores,own,2,skilled,1,yes,yes,good
no checking,6,existing paid,new car,672,<100,unemployed,1,female div/dep/mar,none,4,real estate,54,stores,own,1,unemp/unskilled non res,1,yes,yes,good
0<=X<200,36,no credits/all paid,radio/tv,3804,<100,1<=X<4,4,female div/dep/mar,none,1,car,42,stores,own,1,skilled,1,yes,yes,bad
>=200,24,critical/order existing credit,new car,1344,no known savings,4<=X<7,4,male single,none,2,real estate,37,bank,own,2,unskilled resident,2,none,yes,bad
<0,10,critical/order existing credit,new car,1038,<100,4<=X<7,4,male single,co applicant,3,life insurance,49,stores,own,2,skilled,1,yes,yes,good
no checking,48,critical/order existing credit,new car,10127,500<=X<10000,1<=X<4,2,male single,none,2,no known property,44,bank,for free,1,skilled,1,none,yes,bad
no checking,6,existing paid,furniture/equipment,1543,>=1000,1<=X<4,4,male div/sep,none,2,real estate,33,stores,own,1,skilled,1,none,yes,good
no checking,28.8,existing paid,used car,4811,no known savings,4<=X<7,2,female div/dep/mar,none,4,life insurance,24,bank,rent,1,unskilled resident,1,none,yes,good
<0,12,existing paid,radio/tv,727,100<=X<500,<1,4,male mar/wid,none,3,no known property,33,stores,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,8,existing paid,furniture/equipment,1237,<100,1<=X<4,3,female div/dep/mar,none,4,real estate,24,stores,own,1,skilled,1,none,yes,bad
0<=X<200,9,existing paid,new car,276,<100,1<=X<4,4,male mar/wid,none,4,real estate,22,stores,rent,1,unskilled resident,1,none,yes,good
0<=X<200,48,existing paid,other,5381,no known savings,unemployed,3,male single,none,4,no known property,40,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
no checking,24,existing paid,furniture/equipment,5511,100<=X<500,1<=X<4,4,male single,none,1,car,25,stores,own,1,skilled,1,none,yes,good
>=200,24,existing paid,furniture/equipment,3749,<100,<1,2,female div/dep/mar,none,4,car,26,stores,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,new car,685,<100,4<=X<7,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,yes,bad
>=200,4,existing paid,new car,1494,no known savings,<1,1,male single,none,2,real estate,29,stores,own,1,unskilled resident,2,none,no,good
<0,36,all paid,furniture/equipment,2746,<100,>=7,4,male single,none,4,car,31,bank,own,1,skilled,1,none,yes,bad
